FID,VolcanoNumber,VolcanoName,ExplosivityIndexMax,StartDate,StartDateYear,StartDateMonth,StartDateDay,EndDate,EndDateYear,EndDateMonth,EndDateDay,ContinuingEruption,LatitudeDecimal,LongitudeDecimal,GeoLocation,Activity_ID
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75ab,211040,Stromboli,2,19340202,1934,2,2,20180119,2018,1,19,True,38.789,15.213,POINT (15.213 38.789),13435
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75aa,211060,Etna,1,20080513,2008,5,13,20090704,2009,7,4,False,37.748,14.999,POINT (14.999 37.748),13852
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a9,211060,Etna,2,20100408,2010,4,8,20100408,2010,4,8,False,37.748,14.999,POINT (14.999 37.748),13853
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a8,211060,Etna,1,20100825,2010,8,25,20130427,2013,4,27,False,37.748,14.999,POINT (14.999 37.748),13854
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a7,211060,Etna,2,20130903,2013,9,3,20180316,2018,3,16,True,37.748,14.999,POINT (14.999 37.748),20841
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a6,211060,Etna,1,20030308,2003,3,8,20031109,2003,11,9,False,37.748,14.999,POINT (14.999 37.748),13837
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a5,211060,Etna,1,20040212,2004,2,12,20040214,2004,2,14,False,37.748,14.999,POINT (14.999 37.748),13838
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a4,211060,Etna,1,20040907,2004,9,7,20050308,2005,3,8,False,37.748,14.999,POINT (14.999 37.748),13846
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a3,211060,Etna,1,20051216,2005,12,16,20051222,2005,12,22,False,37.748,14.999,POINT (14.999 37.748),13847
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a2,211060,Etna,2,20060714,2006,7,14,20061215,2006,12,15,False,37.748,14.999,POINT (14.999 37.748),13848
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a1,211060,Etna,2,20070319,2007,3,19,20080516,2008,5,16,False,37.748,14.999,POINT (14.999 37.748),13849
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-75a0,211060,Etna,1,19930203,1993,2,3,19930203,1993,2,3,False,37.748,14.999,POINT (14.999 37.748),13826
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759f,211060,Etna,1,19930803,1993,8,3,19931013,1993,10,13,False,37.748,14.999,POINT (14.999 37.748),13827
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759e,211060,Etna,3,19940617,1994,6,17,20010717,2001,7,17,False,37.748,14.999,POINT (14.999 37.748),13831
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759d,211060,Etna,2,20010717,2001,7,17,20010809,2001,8,9,False,37.748,14.999,POINT (14.999 37.748),13832
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759c,211060,Etna,1,20011216,2001,12,16,20021030,2002,10,30,False,37.748,14.999,POINT (14.999 37.748),13835
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759b,211060,Etna,3,20021026,2002,10,26,20030128,2003,1,28,False,37.748,14.999,POINT (14.999 37.748),13836
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-759a,211060,Etna,2,19861030,1986,10,30,19870301,1987,3,1,False,37.748,14.999,POINT (14.999 37.748),13817
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7599,211060,Etna,2,19870308,1987,3,8,19870516,1987,5,16,False,37.748,14.999,POINT (14.999 37.748),13818
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7598,211060,Etna,1,19881002,1988,10,2,19890630,1989,6,30,False,37.748,14.999,POINT (14.999 37.748),13819
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7597,211060,Etna,2,19890911,1989,9,11,19891009,1989,10,9,False,37.748,14.999,POINT (14.999 37.748),13820
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7596,211060,Etna,3,19891216,1989,12,16,19920523,1992,5,23,False,37.748,14.999,POINT (14.999 37.748),13821
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7595,211060,Etna,2,19911214,1991,12,14,19930330,1993,3,30,False,37.748,14.999,POINT (14.999 37.748),13825
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7594,211060,Etna,1,19830328,1983,3,28,19830806,1983,8,6,False,37.748,14.999,POINT (14.999 37.748),13811
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7593,211060,Etna,1,19840428,1984,4,28,19841018,1984,10,18,False,37.748,14.999,POINT (14.999 37.748),13812
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7592,211060,Etna,3,19840720,1984,7,20,19860924,1986,9,24,False,37.748,14.999,POINT (14.999 37.748),13813
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7591,211060,Etna,1,19850308,1985,3,8,19850713,1985,7,13,False,37.748,14.999,POINT (14.999 37.748),13814
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7590,211060,Etna,1,19851219,1985,12,19,19851231,1985,12,31,False,37.748,14.999,POINT (14.999 37.748),13815
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758f,211060,Etna,2,19860316,1986,3,16,19861031,1986,10,31,False,37.748,14.999,POINT (14.999 37.748),13816
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758e,211060,Etna,2,19790703,1979,7,3,19921216,1992,12,16,False,37.748,14.999,POINT (14.999 37.748),13805
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758d,211060,Etna,3,19790716,1979,7,16,19800901,1980,9,1,False,37.748,14.999,POINT (14.999 37.748),13806
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758c,211060,Etna,3,19800708,1980,7,8,19800926,1980,9,26,False,37.748,14.999,POINT (14.999 37.748),13807
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758b,211060,Etna,2,19810126,1981,1,26,19810305,1981,3,5,False,37.748,14.999,POINT (14.999 37.748),13808
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-758a,211060,Etna,2,19810317,1981,3,17,19810323,1981,3,23,False,37.748,14.999,POINT (14.999 37.748),13809
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7589,211060,Etna,2,19811126,1981,11,26,19811126,1981,11,26,False,37.748,14.999,POINT (14.999 37.748),13810
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7588,211060,Etna,2,19710405,1971,4,5,19710612,1971,6,12,False,37.748,14.999,POINT (14.999 37.748),13798
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7587,211060,Etna,2,19710919,1971,9,19,19790316,1979,3,16,False,37.748,14.999,POINT (14.999 37.748),13799
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7586,211060,Etna,2,19740130,1974,1,30,19740329,1974,3,29,False,37.748,14.999,POINT (14.999 37.748),13800
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7585,211060,Etna,2,19740929,1974,9,29,19780329,1978,3,29,False,37.748,14.999,POINT (14.999 37.748),13801
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7584,211060,Etna,1,19750224,1975,2,24,19750829,1975,8,29,False,37.748,14.999,POINT (14.999 37.748),13803
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7583,211060,Etna,2,19780429,1978,4,29,19781130,1978,11,30,False,37.748,14.999,POINT (14.999 37.748),13804
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7582,211060,Etna,3,19591017,1959,10,17,19641231,1964,12,31,False,37.748,14.999,POINT (14.999 37.748),13795
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7581,211060,Etna,2,19660110,1966,1,10,19710316,1971,3,16,False,37.748,14.999,POINT (14.999 37.748),13796
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7580,211060,Etna,0,19680107,1968,1,7,19680504,1968,5,4,False,37.748,14.999,POINT (14.999 37.748),13797
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757f,221010,"Tair, Jebel at",3,20070930,2007,9,30,20080616,2008,6,16,False,15.55,41.83,POINT (41.83 15.55),13923
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757e,221020,Zubair Group,2,20111218,2011,12,18,20120112,2012,1,12,False,15.05,42.18,POINT (42.18 15.05),20840
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757d,221020,Zubair Group,2,20130928,2013,9,28,20131120,2013,11,20,False,15.05,42.18,POINT (42.18 15.05),21068
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757c,221041,Dallol,0,20110104,2011,1,4,20110104,2011,1,4,False,14.242,40.3,POINT (40.3 14.242),20939
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757b,221060,Alu-Dalafilla,3,20081103,2008,11,3,20081216,2008,12,16,False,13.793,40.553,POINT (40.553 13.793),13927
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-757a,221080,Erta Ale,0,19600116,1960,1,16,,,,,False,13.6,40.67,POINT (40.67 13.6),13934
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7579,221080,Erta Ale,0,19670702,1967,7,2,20180209,2018,2,9,True,13.6,40.67,POINT (40.67 13.6),13935
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7578,221101,Nabro,4,20110613,2011,6,13,20120603,2012,6,3,False,13.37,41.7,POINT (41.7 13.37),20800
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7577,221113,Dabbahu,3,20050926,2005,9,26,20050929,2005,9,29,False,12.595,40.48,POINT (40.48 12.595),13942
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7576,221115,Manda Hararo,2,20070812,2007,8,12,20070814,2007,8,14,False,12.17,40.82,POINT (40.82 12.17),13943
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7575,221115,Manda Hararo,2,20090628,2009,6,28,20090701,2009,7,1,False,12.17,40.82,POINT (40.82 12.17),13944
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7574,221126,Ardoukoba,1,19781107,1978,11,7,19781114,1978,11,14,False,11.58,42.47,POINT (42.47 11.58),13946
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7573,222120,"Lengai, Ol Doinyo",3,20070616,2007,6,16,20101009,2010,10,9,False,-2.764,35.914,POINT (35.914 -2.764),13828
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7572,222120,"Lengai, Ol Doinyo",0,20110622,2011,6,22,20140705,2014,7,5,False,-2.764,35.914,POINT (35.914 -2.764),20790
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7571,222120,"Lengai, Ol Doinyo",3,19600316,1960,3,16,19661128,1966,11,28,False,-2.764,35.914,POINT (35.914 -2.764),14019
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7570,222120,"Lengai, Ol Doinyo",3,19670708,1967,7,8,19670904,1967,9,4,False,-2.764,35.914,POINT (35.914 -2.764),14020
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756f,222120,"Lengai, Ol Doinyo",2,19830101,1983,1,1,19930924,1993,9,24,False,-2.764,35.914,POINT (35.914 -2.764),14023
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756e,222120,"Lengai, Ol Doinyo",1,19940918,1994,9,18,20060716,2006,7,16,False,-2.764,35.914,POINT (35.914 -2.764),14024
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756d,223020,Nyamuragira,0,20161127,2016,11,27,20170502,2017,5,2,False,-1.408,29.2,POINT (29.2 -1.408),22202
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756c,223020,Nyamuragira,2,20020725,2002,7,25,20020916,2002,9,16,False,-1.408,29.2,POINT (29.2 -1.408),14082
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756b,223020,Nyamuragira,2,20040508,2004,5,8,20040528,2004,5,28,False,-1.408,29.2,POINT (29.2 -1.408),14083
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-756a,223020,Nyamuragira,2,20061127,2006,11,27,20061205,2006,12,5,False,-1.408,29.2,POINT (29.2 -1.408),14084
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7569,223020,Nyamuragira,1,20100102,2010,1,2,20100129,2010,1,29,False,-1.408,29.2,POINT (29.2 -1.408),14085
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7568,223020,Nyamuragira,2,20111106,2011,11,6,20120316,2012,3,16,False,-1.408,29.2,POINT (29.2 -1.408),20801
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7567,223020,Nyamuragira,0,20140530,2014,5,30,20160514,2016,5,14,False,-1.408,29.2,POINT (29.2 -1.408),20942
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7566,223020,Nyamuragira,3,19910920,1991,9,20,19930208,1993,2,8,False,-1.408,29.2,POINT (29.2 -1.408),14076
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7565,223020,Nyamuragira,2,19940704,1994,7,4,19940825,1994,8,25,False,-1.408,29.2,POINT (29.2 -1.408),14077
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7564,223020,Nyamuragira,3,19961201,1996,12,1,19961205,1996,12,5,False,-1.408,29.2,POINT (29.2 -1.408),14078
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7563,223020,Nyamuragira,2,19981017,1998,10,17,19981025,1998,10,25,False,-1.408,29.2,POINT (29.2 -1.408),14079
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7562,223020,Nyamuragira,2,20000127,2000,1,27,20000210,2000,2,10,False,-1.408,29.2,POINT (29.2 -1.408),14080
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7561,223020,Nyamuragira,2,20010206,2001,2,6,20010405,2001,4,5,False,-1.408,29.2,POINT (29.2 -1.408),14081
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7560,223020,Nyamuragira,3,19800130,1980,1,30,19800224,1980,2,24,False,-1.408,29.2,POINT (29.2 -1.408),14069
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755f,223020,Nyamuragira,3,19811225,1981,12,25,19820114,1982,1,14,False,-1.408,29.2,POINT (29.2 -1.408),14070
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755e,223020,Nyamuragira,2,19840223,1984,2,23,19840314,1984,3,14,False,-1.408,29.2,POINT (29.2 -1.408),14071
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755d,223020,Nyamuragira,2,19860716,1986,7,16,19860820,1986,8,20,False,-1.408,29.2,POINT (29.2 -1.408),14073
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755c,223020,Nyamuragira,1,19871230,1987,12,30,19880104,1988,1,4,False,-1.408,29.2,POINT (29.2 -1.408),14074
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755b,223020,Nyamuragira,3,19890424,1989,4,24,19890815,1989,8,15,False,-1.408,29.2,POINT (29.2 -1.408),14075
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-755a,223020,Nyamuragira,2,19670423,1967,4,23,19670509,1967,5,9,False,-1.408,29.2,POINT (29.2 -1.408),14066
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7559,223020,Nyamuragira,3,19710324,1971,3,24,19710505,1971,5,5,False,-1.408,29.2,POINT (29.2 -1.408),14067
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7558,223020,Nyamuragira,1,19761223,1976,12,23,19770615,1977,6,15,False,-1.408,29.2,POINT (29.2 -1.408),14068
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7557,223030,Nyiragongo,1,19270316,1927,3,16,19770110,1977,1,10,False,-1.52,29.25,POINT (29.25 -1.52),14100
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7556,223030,Nyiragongo,1,19770110,1977,1,10,19770110,1977,1,10,False,-1.52,29.25,POINT (29.25 -1.52),14101
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7555,223030,Nyiragongo,1,19820621,1982,6,21,19821017,1982,10,17,False,-1.52,29.25,POINT (29.25 -1.52),14104
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7554,223030,Nyiragongo,1,19940623,1994,6,23,19960316,1996,3,16,False,-1.52,29.25,POINT (29.25 -1.52),14105
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7553,223030,Nyiragongo,1,20020117,2002,1,17,20020203,2002,2,3,False,-1.52,29.25,POINT (29.25 -1.52),14106
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7552,223030,Nyiragongo,2,20020517,2002,5,17,20180209,2018,2,9,True,-1.52,29.25,POINT (29.25 -1.52),14107
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7551,224010,Cameroon,2,19821016,1982,10,16,19821112,1982,11,12,False,4.203,9.17,POINT (9.17 4.203),14132
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7550,224010,Cameroon,1,19890529,1989,5,29,19890529,1989,5,29,False,4.203,9.17,POINT (9.17 4.203),14133
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754f,224010,Cameroon,2,19990328,1999,3,28,19990417,1999,4,17,False,4.203,9.17,POINT (9.17 4.203),14134
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754e,224010,Cameroon,2,20000528,2000,5,28,20000915,2000,9,15,False,4.203,9.17,POINT (9.17 4.203),14135
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754d,233010,Karthala,2,19910711,1991,7,11,19910711,1991,7,11,False,-11.75,43.38,POINT (43.38 -11.75),14204
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754c,233010,Karthala,2,20050416,2005,4,16,20050418,2005,4,18,False,-11.75,43.38,POINT (43.38 -11.75),14205
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754b,233010,Karthala,3,20051124,2005,11,24,20051208,2005,12,8,False,-11.75,43.38,POINT (43.38 -11.75),14206
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-754a,233010,Karthala,0,20060528,2006,5,28,20060603,2006,6,3,False,-11.75,43.38,POINT (43.38 -11.75),14207
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7549,233010,Karthala,2,20070112,2007,1,12,20070115,2007,1,15,False,-11.75,43.38,POINT (43.38 -11.75),14208
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7548,233010,Karthala,2,19650712,1965,7,12,19650712,1965,7,12,False,-11.75,43.38,POINT (43.38 -11.75),14201
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7547,233010,Karthala,1,19720908,1972,9,8,19721005,1972,10,5,False,-11.75,43.38,POINT (43.38 -11.75),14202
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7546,233010,Karthala,1,19770405,1977,4,5,19770410,1977,4,10,False,-11.75,43.38,POINT (43.38 -11.75),14203
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7545,233020,"Fournaise, Piton de la",1,20101014,2010,10,14,20101210,2010,12,10,False,-21.244,55.708,POINT (55.708 -21.244),14392
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7544,233020,"Fournaise, Piton de la",0,20140621,2014,6,21,20140621,2014,6,21,False,-21.244,55.708,POINT (55.708 -21.244),20919
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7543,233020,"Fournaise, Piton de la",0,20150204,2015,2,4,20151031,2015,10,31,False,-21.244,55.708,POINT (55.708 -21.244),20982
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7542,233020,"Fournaise, Piton de la",0,20160526,2016,5,26,20160527,2016,5,27,False,-21.244,55.708,POINT (55.708 -21.244),22144
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7541,233020,"Fournaise, Piton de la",0,20160911,2016,9,11,20160918,2016,9,18,False,-21.244,55.708,POINT (55.708 -21.244),22145
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7540,233020,"Fournaise, Piton de la",0,20040502,2004,5,2,20041016,2004,10,16,False,-21.244,55.708,POINT (55.708 -21.244),14385
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753f,233020,"Fournaise, Piton de la",0,20050217,2005,2,17,20050226,2005,2,26,False,-21.244,55.708,POINT (55.708 -21.244),14386
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753e,233020,"Fournaise, Piton de la",0,20051004,2005,10,4,20060118,2006,1,18,False,-21.244,55.708,POINT (55.708 -21.244),14388
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753d,233020,"Fournaise, Piton de la",1,20060720,2006,7,20,20070501,2007,5,1,False,-21.244,55.708,POINT (55.708 -21.244),14389
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753c,233020,"Fournaise, Piton de la",1,20080921,2008,9,21,20090204,2009,2,4,False,-21.244,55.708,POINT (55.708 -21.244),14390
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753b,233020,"Fournaise, Piton de la",1,20091105,2009,11,5,20100112,2010,1,12,False,-21.244,55.708,POINT (55.708 -21.244),14391
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-753a,233020,"Fournaise, Piton de la",1,20000623,2000,6,23,20001113,2000,11,13,False,-21.244,55.708,POINT (55.708 -21.244),14379
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7539,233020,"Fournaise, Piton de la",1,20010327,2001,3,27,20010404,2001,4,4,False,-21.244,55.708,POINT (55.708 -21.244),14380
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7538,233020,"Fournaise, Piton de la",1,20010611,2001,6,11,20010707,2001,7,7,False,-21.244,55.708,POINT (55.708 -21.244),14381
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7537,233020,"Fournaise, Piton de la",1,20020105,2002,1,5,20020116,2002,1,16,False,-21.244,55.708,POINT (55.708 -21.244),14382
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7536,233020,"Fournaise, Piton de la",2,20021116,2002,11,16,20021203,2002,12,3,False,-21.244,55.708,POINT (55.708 -21.244),14383
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7535,233020,"Fournaise, Piton de la",1,20030530,2003,5,30,20040110,2004,1,10,False,-21.244,55.708,POINT (55.708 -21.244),14384
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7534,233020,"Fournaise, Piton de la",0,19900118,1990,1,18,19900508,1990,5,8,False,-21.244,55.708,POINT (55.708 -21.244),14373
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7533,233020,"Fournaise, Piton de la",0,19910719,1991,7,19,19910720,1991,7,20,False,-21.244,55.708,POINT (55.708 -21.244),14374
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7532,233020,"Fournaise, Piton de la",1,19920827,1992,8,27,19920923,1992,9,23,False,-21.244,55.708,POINT (55.708 -21.244),14375
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7531,233020,"Fournaise, Piton de la",1,19980309,1998,3,9,19980920,1998,9,20,False,-21.244,55.708,POINT (55.708 -21.244),14376
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7530,233020,"Fournaise, Piton de la",1,19990719,1999,7,19,19991023,1999,10,23,False,-21.244,55.708,POINT (55.708 -21.244),14377
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752f,233020,"Fournaise, Piton de la",1,20000214,2000,2,14,20000304,2000,3,4,False,-21.244,55.708,POINT (55.708 -21.244),14378
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752e,233020,"Fournaise, Piton de la",0,19770324,1977,3,24,19770416,1977,4,16,False,-21.244,55.708,POINT (55.708 -21.244),14367
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752d,233020,"Fournaise, Piton de la",1,19771024,1977,10,24,19771117,1977,11,17,False,-21.244,55.708,POINT (55.708 -21.244),14368
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752c,233020,"Fournaise, Piton de la",1,19790528,1979,5,28,19790714,1979,7,14,False,-21.244,55.708,POINT (55.708 -21.244),14369
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752b,233020,"Fournaise, Piton de la",2,19810203,1981,2,3,19810505,1981,5,5,False,-21.244,55.708,POINT (55.708 -21.244),14370
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-752a,233020,"Fournaise, Piton de la",2,19831204,1983,12,4,19840218,1984,2,18,False,-21.244,55.708,POINT (55.708 -21.244),14371
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7529,233020,"Fournaise, Piton de la",1,19850614,1985,6,14,19881229,1988,12,29,False,-21.244,55.708,POINT (55.708 -21.244),14372
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7528,233020,"Fournaise, Piton de la",2,19641221,1964,12,21,19650215,1965,2,15,False,-21.244,55.708,POINT (55.708 -21.244),14361
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7527,233020,"Fournaise, Piton de la",2,19660315,1966,3,15,19660515,1966,5,15,False,-21.244,55.708,POINT (55.708 -21.244),14362
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7526,233020,"Fournaise, Piton de la",2,19720609,1972,6,9,19730116,1973,1,16,False,-21.244,55.708,POINT (55.708 -21.244),14363
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7525,233020,"Fournaise, Piton de la",2,19730510,1973,5,10,19730905,1973,9,5,False,-21.244,55.708,POINT (55.708 -21.244),14364
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7524,233020,"Fournaise, Piton de la",1,19751104,1975,11,4,19760406,1976,4,6,False,-21.244,55.708,POINT (55.708 -21.244),14365
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7523,233020,"Fournaise, Piton de la",1,19761102,1976,11,2,19761104,1976,11,4,False,-21.244,55.708,POINT (55.708 -21.244),14366
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7522,233020,"Fournaise, Piton de la",2,19600111,1960,1,11,19600310,1960,3,10,False,-21.244,55.708,POINT (55.708 -21.244),14357
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7521,233020,"Fournaise, Piton de la",0,19610405,1961,4,5,19610425,1961,4,25,False,-21.244,55.708,POINT (55.708 -21.244),14358
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7520,233020,"Fournaise, Piton de la",2,19631107,1963,11,7,19631121,1963,11,21,False,-21.244,55.708,POINT (55.708 -21.244),14359
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-751f,233020,"Fournaise, Piton de la",2,19640430,1964,4,30,19640508,1964,5,8,False,-21.244,55.708,POINT (55.708 -21.244),14360
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-751e,234000,Boomerang Seamount,0,19951201,1995,12,1,,,,,False,-37.721,77.825,POINT (77.825 -37.721),14393
