FID,VolcanoNumber,VolcanoName,ExplosivityIndexMax,StartDate,StartDateYear,StartDateMonth,StartDateDay,EndDate,EndDateYear,EndDateMonth,EndDateDay,ContinuingEruption,LatitudeDecimal,LongitudeDecimal,GeoLocation,Activity_ID
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7419,256010,Tinakula,3,20171021,2017,10,21,20171026,2017,10,26,False,-10.386,165.804,POINT (165.804 -10.386),22239
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7418,256010,Tinakula,2,19710906,1971,9,6,19711211,1971,12,11,False,-10.386,165.804,POINT (165.804 -10.386),15201
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7417,256010,Tinakula,2,19840603,1984,6,3,19850613,1985,6,13,False,-10.386,165.804,POINT (165.804 -10.386),15202
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7416,256010,Tinakula,1,19890816,1989,8,16,19900216,1990,2,16,False,-10.386,165.804,POINT (165.804 -10.386),15203
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7415,256010,Tinakula,1,19950702,1995,7,2,,,,,False,-10.386,165.804,POINT (165.804 -10.386),15204
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7414,256010,Tinakula,1,19990516,1999,5,16,,,,,False,-10.386,165.804,POINT (165.804 -10.386),15205
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7413,256010,Tinakula,1,20001102,2000,11,2,20010416,2001,4,16,False,-10.386,165.804,POINT (165.804 -10.386),15206
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7412,256010,Tinakula,3,19651123,1965,11,23,19660611,1966,6,11,False,-10.386,165.804,POINT (165.804 -10.386),15200
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7411,257010,Suretamatai,2,19650809,1965,8,9,19660702,1966,7,2,False,-13.8,167.47,POINT (167.47 -13.8),15215
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7410,257020,Gaua,2,19620716,1962,7,16,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15217
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740f,257020,Gaua,2,19630915,1963,9,15,19631109,1963,11,9,False,-14.27,167.5,POINT (167.5 -14.27),15218
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740e,257020,Gaua,3,19650927,1965,9,27,19650930,1965,9,30,False,-14.27,167.5,POINT (167.5 -14.27),15219
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740d,257020,Gaua,2,19660702,1966,7,2,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15220
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740c,257020,Gaua,2,19670716,1967,7,16,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15221
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740b,257020,Gaua,2,19680702,1968,7,2,19681201,1968,12,1,False,-14.27,167.5,POINT (167.5 -14.27),15222
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-740a,257020,Gaua,1,20110917,2011,9,17,20111010,2011,10,10,False,-14.27,167.5,POINT (167.5 -14.27),20938
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7409,257020,Gaua,1,19810709,1981,7,9,19810709,1981,7,9,False,-14.27,167.5,POINT (167.5 -14.27),15229
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7408,257020,Gaua,2,19820418,1982,4,18,19820418,1982,4,18,False,-14.27,167.5,POINT (167.5 -14.27),15230
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7407,257020,Gaua,2,20090927,2009,9,27,20100619,2010,6,19,False,-14.27,167.5,POINT (167.5 -14.27),15231
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7406,257020,Gaua,2,19690922,1969,9,22,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15223
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7405,257020,Gaua,2,19710512,1971,5,12,19710513,1971,5,13,False,-14.27,167.5,POINT (167.5 -14.27),15224
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7404,257020,Gaua,2,19731009,1973,10,9,19740121,1974,1,21,False,-14.27,167.5,POINT (167.5 -14.27),15225
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7403,257020,Gaua,2,19760115,1976,1,15,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15226
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7402,257020,Gaua,2,19770413,1977,4,13,19770413,1977,4,13,False,-14.27,167.5,POINT (167.5 -14.27),15227
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7401,257020,Gaua,1,19800702,1980,7,2,,,,,False,-14.27,167.5,POINT (167.5 -14.27),15228
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7400,257030,Ambae,2,19950302,1995,3,2,19950303,1995,3,3,False,-15.4,167.83,POINT (167.83 -15.4),15236
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ff,257030,Ambae,2,20051127,2005,11,27,20060216,2006,2,16,False,-15.4,167.83,POINT (167.83 -15.4),15237
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73fe,257030,Ambae,1,20110604,2011,6,4,20110710,2011,7,10,False,-15.4,167.83,POINT (167.83 -15.4),20752
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73fd,257030,Ambae,3,20170906,2017,9,6,20180313,2018,3,13,True,-15.4,167.83,POINT (167.83 -15.4),22240
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73fc,257040,Ambrym,1,19941216,1994,12,16,,,,,False,-16.25,168.12,POINT (168.12 -16.25),15290
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73fb,257040,Ambrym,1,19960616,1996,6,16,20050816,2005,8,16,False,-16.25,168.12,POINT (168.12 -16.25),15295
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73fa,257040,Ambrym,2,20061108,2006,11,8,20071227,2007,12,27,False,-16.25,168.12,POINT (168.12 -16.25),15296
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f9,257040,Ambrym,2,20080523,2008,5,23,20180119,2018,1,19,True,-16.25,168.12,POINT (168.12 -16.25),15297
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f8,257040,Ambrym,2,19830702,1983,7,2,,,,,False,-16.25,168.12,POINT (168.12 -16.25),15284
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f7,257040,Ambrym,2,19840702,1984,7,2,19860308,1986,3,8,False,-16.25,168.12,POINT (168.12 -16.25),15285
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f6,257040,Ambrym,2,19861113,1986,11,13,19861119,1986,11,19,False,-16.25,168.12,POINT (168.12 -16.25),15286
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f5,257040,Ambrym,3,19880212,1988,2,12,19880823,1988,8,23,False,-16.25,168.12,POINT (168.12 -16.25),15287
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f4,257040,Ambrym,2,19890424,1989,4,24,19891223,1989,12,23,False,-16.25,168.12,POINT (168.12 -16.25),15288
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f3,257040,Ambrym,2,19900916,1990,9,16,19910716,1991,7,16,False,-16.25,168.12,POINT (168.12 -16.25),15289
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f2,257040,Ambrym,2,19770120,1977,1,20,19770128,1977,1,28,False,-16.25,168.12,POINT (168.12 -16.25),15278
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f1,257040,Ambrym,2,19770816,1977,8,16,19770930,1977,9,30,False,-16.25,168.12,POINT (168.12 -16.25),15279
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73f0,257040,Ambrym,2,19790126,1979,1,26,19790218,1979,2,18,False,-16.25,168.12,POINT (168.12 -16.25),15280
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ef,257040,Ambrym,2,19790606,1979,6,6,19790916,1979,9,16,False,-16.25,168.12,POINT (168.12 -16.25),15281
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ee,257040,Ambrym,3,19800516,1980,5,16,19800818,1980,8,18,False,-16.25,168.12,POINT (168.12 -16.25),15282
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ed,257040,Ambrym,2,19810220,1981,2,20,19810930,1981,9,30,False,-16.25,168.12,POINT (168.12 -16.25),15283
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ec,257040,Ambrym,2,19630830,1963,8,30,19630923,1963,9,23,False,-16.25,168.12,POINT (168.12 -16.25),15272
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73eb,257040,Ambrym,2,19640216,1964,2,16,19660916,1966,9,16,False,-16.25,168.12,POINT (168.12 -16.25),15273
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ea,257040,Ambrym,2,19670716,1967,7,16,19700829,1970,8,29,False,-16.25,168.12,POINT (168.12 -16.25),15274
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e9,257040,Ambrym,2,19710203,1971,2,3,19711105,1971,11,5,False,-16.25,168.12,POINT (168.12 -16.25),15275
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e8,257040,Ambrym,3,19720415,1972,4,15,19720815,1972,8,15,False,-16.25,168.12,POINT (168.12 -16.25),15276
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e7,257040,Ambrym,3,19730415,1973,4,15,19761014,1976,10,14,False,-16.25,168.12,POINT (168.12 -16.25),15277
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e6,257040,Ambrym,1,19600917,1960,9,17,,,,,False,-16.25,168.12,POINT (168.12 -16.25),15270
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e5,257040,Ambrym,3,19610815,1961,8,15,19630403,1963,4,3,False,-16.25,168.12,POINT (168.12 -16.25),15271
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e4,257050,Lopevi,2,20040916,2004,9,16,20040916,2004,9,16,False,-16.507,168.346,POINT (168.346 -16.507),15319
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e3,257050,Lopevi,2,20050130,2005,1,30,20050331,2005,3,31,False,-16.507,168.346,POINT (168.346 -16.507),15320
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e2,257050,Lopevi,2,20051027,2005,10,27,20060801,2006,8,1,False,-16.507,168.346,POINT (168.346 -16.507),15321
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e1,257050,Lopevi,2,20070421,2007,4,21,20070514,2007,5,14,False,-16.507,168.346,POINT (168.346 -16.507),15322
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73e0,257050,Lopevi,2,19790702,1979,7,2,19790912,1979,9,12,False,-16.507,168.346,POINT (168.346 -16.507),15313
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73df,257050,Lopevi,3,19800415,1980,4,15,19800820,1980,8,20,False,-16.507,168.346,POINT (168.346 -16.507),15314
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73de,257050,Lopevi,2,19821024,1982,10,24,19821025,1982,10,25,False,-16.507,168.346,POINT (168.346 -16.507),15315
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73dd,257050,Lopevi,3,19980716,1998,7,16,20000425,2000,4,25,False,-16.507,168.346,POINT (168.346 -16.507),15316
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73dc,257050,Lopevi,3,20010608,2001,6,8,20010619,2001,6,19,False,-16.507,168.346,POINT (168.346 -16.507),15317
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73db,257050,Lopevi,3,20030608,2003,6,8,20030616,2003,6,16,False,-16.507,168.346,POINT (168.346 -16.507),15318
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73da,257050,Lopevi,3,19670127,1967,1,27,19690331,1969,3,31,False,-16.507,168.346,POINT (168.346 -16.507),15307
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d9,257050,Lopevi,2,19700509,1970,5,9,19720807,1972,8,7,False,-16.507,168.346,POINT (168.346 -16.507),15308
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d8,257050,Lopevi,2,19740116,1974,1,16,19741007,1974,10,7,False,-16.507,168.346,POINT (168.346 -16.507),15309
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d7,257050,Lopevi,2,19750306,1975,3,6,19750623,1975,6,23,False,-16.507,168.346,POINT (168.346 -16.507),15310
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d6,257050,Lopevi,1,19760501,1976,5,1,19760905,1976,9,5,False,-16.507,168.346,POINT (168.346 -16.507),15311
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d5,257050,Lopevi,2,19781122,1978,11,22,19790316,1979,3,16,False,-16.507,168.346,POINT (168.346 -16.507),15312
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d4,257050,Lopevi,3,19600710,1960,7,10,19600916,1960,9,16,False,-16.507,168.346,POINT (168.346 -16.507),15304
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d3,257050,Lopevi,0,19620716,1962,7,16,19620716,1962,7,16,False,-16.507,168.346,POINT (168.346 -16.507),15305
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d2,257050,Lopevi,3,19630707,1963,7,7,19650702,1965,7,2,False,-16.507,168.346,POINT (168.346 -16.507),15306
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d1,257060,Epi,0,19790702,1979,7,2,,,,,False,-16.68,168.37,POINT (168.37 -16.68),15095
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73d0,257060,Epi,0,19600716,1960,7,16,,,,,False,-16.68,168.37,POINT (168.37 -16.68),15328
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73cf,257060,Epi,1,19990201,1999,2,1,,,,,False,-16.68,168.37,POINT (168.37 -16.68),15330
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ce,257060,Epi,1,20020316,2002,3,16,20020316,2002,3,16,False,-16.68,168.37,POINT (168.37 -16.68),15331
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73cd,257060,Epi,2,20040216,2004,2,16,20040224,2004,2,24,False,-16.68,168.37,POINT (168.37 -16.68),15332
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73cc,257070,Kuwae,0,19740204,1974,2,4,19740916,1974,9,16,False,-16.829,168.536,POINT (168.536 -16.829),15347
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73cb,257070,Kuwae,2,19710222,1971,2,22,19710222,1971,2,22,False,-16.829,168.536,POINT (168.536 -16.829),15344
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ca,257100,Yasur,3,17740702,1774,7,2,20180119,2018,1,19,True,-19.532,169.447,POINT (169.447 -19.532),15355
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c9,258001,Eastern Gemini Seamount,1,19960218,1996,2,18,19960222,1996,2,22,False,-20.98,170.28,POINT (170.28 -20.98),15356
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c8,260010,Barren Island,2,19910401,1991,4,1,19911031,1991,10,31,False,12.278,93.858,POINT (93.858 12.278),15383
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c7,260010,Barren Island,2,20170115,2017,1,15,20170516,2017,5,16,False,12.278,93.858,POINT (93.858 12.278),22187
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c6,260010,Barren Island,2,19941220,1994,12,20,19950605,1995,6,5,False,12.278,93.858,POINT (93.858 12.278),15384
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c5,260010,Barren Island,2,20050526,2005,5,26,20071223,2007,12,23,False,12.278,93.858,POINT (93.858 12.278),15386
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c4,260010,Barren Island,2,20080513,2008,5,13,20100419,2010,4,19,False,12.278,93.858,POINT (93.858 12.278),15387
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c3,260010,Barren Island,2,20100917,2010,9,17,20110622,2011,6,22,False,12.278,93.858,POINT (93.858 12.278),15388
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c2,260010,Barren Island,1,20130216,2013,2,16,20130216,2013,2,16,False,12.278,93.858,POINT (93.858 12.278),20754
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c1,260010,Barren Island,2,20131012,2013,10,12,20160517,2016,5,17,False,12.278,93.858,POINT (93.858 12.278),20918
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73c0,261030,Peuet Sague,2,19860702,1986,7,2,,,,,False,4.914,96.329,POINT (96.329 4.914),15375
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73bf,261030,Peuet Sague,2,19910702,1991,7,2,,,,,False,4.914,96.329,POINT (96.329 4.914),15376
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73be,261030,Peuet Sague,2,19790702,1979,7,2,,,,,False,4.914,96.329,POINT (96.329 4.914),15392
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73bd,261030,Peuet Sague,1,19980419,1998,4,19,19980426,1998,4,26,False,4.914,96.329,POINT (96.329 4.914),15393
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73bc,261030,Peuet Sague,1,19990309,1999,3,9,19990430,1999,4,30,False,4.914,96.329,POINT (96.329 4.914),15394
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73bb,261030,Peuet Sague,2,20001225,2000,12,25,20001226,2000,12,26,False,4.914,96.329,POINT (96.329 4.914),15395
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ba,261080,Sinabung,2,20100827,2010,8,27,20100918,2010,9,18,False,3.17,98.392,POINT (98.392 3.17),15404
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b9,261080,Sinabung,2,20130915,2013,9,15,20180226,2018,2,26,True,3.17,98.392,POINT (98.392 3.17),20818
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b8,261120,Sorikmarapi,2,19700702,1970,7,2,,,,,False,0.686,99.539,POINT (99.539 0.686),15413
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b7,261120,Sorikmarapi,1,19860705,1986,7,5,19860714,1986,7,14,False,0.686,99.539,POINT (99.539 0.686),15414
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b6,261140,Marapi,1,20151114,2015,11,14,20151114,2015,11,14,False,-0.38,100.474,POINT (100.474 -0.38),22111
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b5,261140,Marapi,2,20110803,2011,8,3,20111012,2011,10,12,False,-0.38,100.474,POINT (100.474 -0.38),20795
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b4,261140,Marapi,1,20120301,2012,3,1,20120518,2012,5,18,False,-0.38,100.474,POINT (100.474 -0.38),20796
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b3,261140,Marapi,1,20120926,2012,9,26,20120926,2012,9,26,False,-0.38,100.474,POINT (100.474 -0.38),20797
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b2,261140,Marapi,1,20140203,2014,2,3,20140226,2014,2,26,False,-0.38,100.474,POINT (100.474 -0.38),20931
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b1,261140,Marapi,2,19990416,1999,4,16,19990916,1999,9,16,False,-0.38,100.474,POINT (100.474 -0.38),15476
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73b0,261140,Marapi,2,20000311,2000,3,11,20000403,2000,4,3,False,-0.38,100.474,POINT (100.474 -0.38),15477
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73af,261140,Marapi,2,20010413,2001,4,13,20010605,2001,6,5,False,-0.38,100.474,POINT (100.474 -0.38),15478
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ae,261140,Marapi,2,20040805,2004,8,5,20040805,2004,8,5,False,-0.38,100.474,POINT (100.474 -0.38),15479
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ad,261140,Marapi,1,19800329,1980,3,29,,,,,False,-0.38,100.474,POINT (100.474 -0.38),15469
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ac,261140,Marapi,1,19820310,1982,3,10,19820516,1982,5,16,False,-0.38,100.474,POINT (100.474 -0.38),15470
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73ab,261140,Marapi,1,19821216,1982,12,16,19821216,1982,12,16,False,-0.38,100.474,POINT (100.474 -0.38),15471
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73aa,261140,Marapi,1,19830702,1983,7,2,,,,,False,-0.38,100.474,POINT (100.474 -0.38),15472
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a9,261140,Marapi,1,19841115,1984,11,15,19841115,1984,11,15,False,-0.38,100.474,POINT (100.474 -0.38),15474
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a8,261140,Marapi,2,19870115,1987,1,15,19940812,1994,8,12,False,-0.38,100.474,POINT (100.474 -0.38),15475
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a7,261140,Marapi,1,19660316,1966,3,16,19660616,1966,6,16,False,-0.38,100.474,POINT (100.474 -0.38),15463
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a6,261140,Marapi,1,19670416,1967,4,16,19670716,1967,7,16,False,-0.38,100.474,POINT (100.474 -0.38),15464
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a5,261140,Marapi,2,19700726,1970,7,26,19710820,1971,8,20,False,-0.38,100.474,POINT (100.474 -0.38),15466
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a4,261140,Marapi,2,19730724,1973,7,24,19730724,1973,7,24,False,-0.38,100.474,POINT (100.474 -0.38),15467
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a3,261140,Marapi,2,19750116,1975,1,16,19790911,1979,9,11,False,-0.38,100.474,POINT (100.474 -0.38),15468
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a2,261160,Talang,1,20060910,2006,9,10,20060910,2006,9,10,False,-0.979,100.681,POINT (100.681 -0.979),15497
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a1,261160,Talang,2,20070319,2007,3,19,20070622,2007,6,22,False,-0.979,100.681,POINT (100.681 -0.979),15498
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-73a0,261160,Talang,2,20071127,2007,11,27,20071216,2007,12,16,False,-0.979,100.681,POINT (100.681 -0.979),15499
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739f,261160,Talang,2,19630702,1963,7,2,,,,,False,-0.979,100.681,POINT (100.681 -0.979),15489
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739e,261160,Talang,1,19671010,1967,10,10,19671010,1967,10,10,False,-0.979,100.681,POINT (100.681 -0.979),15490
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739d,261160,Talang,1,19680114,1968,1,14,19680114,1968,1,14,False,-0.979,100.681,POINT (100.681 -0.979),15491
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739c,261160,Talang,2,19680916,1968,9,16,19681016,1968,10,16,False,-0.979,100.681,POINT (100.681 -0.979),15492
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739b,261160,Talang,1,20010925,2001,9,25,20011115,2001,11,15,False,-0.979,100.681,POINT (100.681 -0.979),15494
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-739a,261160,Talang,2,20050412,2005,4,12,20050718,2005,7,18,False,-0.979,100.681,POINT (100.681 -0.979),15496
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7399,261170,Kerinci,2,20160331,2016,3,31,20160609,2016,6,9,False,-1.697,101.264,POINT (101.264 -1.697),22125
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7398,261170,Kerinci,1,20161115,2016,11,15,20161121,2016,11,21,False,-1.697,101.264,POINT (101.264 -1.697),22172
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7397,261170,Kerinci,2,20130602,2013,6,2,20130602,2013,6,2,False,-1.697,101.264,POINT (101.264 -1.697),22216
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7396,261170,Kerinci,1,20111215,2011,12,15,20111215,2011,12,15,False,-1.697,101.264,POINT (101.264 -1.697),22217
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7395,261170,Kerinci,2,19990316,1999,3,16,19990916,1999,9,16,False,-1.697,101.264,POINT (101.264 -1.697),15527
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7394,261170,Kerinci,2,20010512,2001,5,12,20020827,2002,8,27,False,-1.697,101.264,POINT (101.264 -1.697),15528
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7393,261170,Kerinci,2,20040622,2004,6,22,20041024,2004,10,24,False,-1.697,101.264,POINT (101.264 -1.697),15529
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7392,261170,Kerinci,1,20070909,2007,9,9,20070909,2007,9,9,False,-1.697,101.264,POINT (101.264 -1.697),15531
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7391,261170,Kerinci,1,20080324,2008,3,24,,,,,False,-1.697,101.264,POINT (101.264 -1.697),15532
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7390,261170,Kerinci,1,20090401,2009,4,1,20090619,2009,6,19,False,-1.697,101.264,POINT (101.264 -1.697),15533
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738f,261170,Kerinci,2,19680203,1968,2,3,19680318,1968,3,18,False,-1.697,101.264,POINT (101.264 -1.697),15518
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738e,261170,Kerinci,2,19690702,1969,7,2,19700702,1970,7,2,False,-1.697,101.264,POINT (101.264 -1.697),15519
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738d,261170,Kerinci,2,19901231,1990,12,31,,,,,False,-1.697,101.264,POINT (101.264 -1.697),15521
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738c,261170,Kerinci,1,19960816,1996,8,16,19961016,1996,10,16,False,-1.697,101.264,POINT (101.264 -1.697),15522
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738b,261170,Kerinci,2,19980704,1998,7,4,19980704,1998,7,4,False,-1.697,101.264,POINT (101.264 -1.697),15525
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-738a,261170,Kerinci,2,19981103,1998,11,3,,,,,False,-1.697,101.264,POINT (101.264 -1.697),15526
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7389,261170,Kerinci,2,19600716,1960,7,16,,,,,False,-1.697,101.264,POINT (101.264 -1.697),15513
E3WebApp_Eruptions1960.fid--4d9842f7_16247cd462d_-7388,261170,Kerinci,2,19630716,1963,7,16,,,,,False,-1.697,101.264,POINT (101.264 -1.697),15514
